User,Route,rte_name,rte_num,Begin,End,Time,DateTime,DateTime,Matatu_Size,Weather,Traffic,Peak,Cost
user15,0,UoN,107,0501KPU,0700KSS,4:00:00 AM,06-02-2016 5:00 AM,06-02-2016 4:00 AM,2,0,0,1,60
user16,0,UoN,107,0700KEQ,0701DNL,5:00:00 AM,06-02-2016 6:00 AM,06-02-2016 5:00 AM,3,1,1,0,10
user17,0,UoN,45,0310PGG,0311PGP,6:00:00 AM,06-02-2016 7:00 AM,06-02-2016 6:00 AM,1,0,0,0,60
user18,0,UoN,45,0210ALS,0211MAT,7:00:00 AM,06-02-2016 8:00 AM,06-02-2016 7:00 AM,2,0,1,1,60
user19,0,UoN,107,0701WTK,0710IMJ,8:00:00 AM,06-02-2016 9:00 AM,06-02-2016 8:00 AM,3,0,0,0,90
user20,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-02-2016 10:00 AM,06-02-2016 9:00 AM,1,1,1,1,110
user7,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-02-2016 11:00 AM,06-02-2016 10:00 AM,2,1,1,0,140
user8,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-02-2016 12:00 PM,06-02-2016 11:00 AM,3,0,0,1,90
user9,0,UoN,45,0210DRV,0211MAT,1:00:00 AM,06-02-2016 1:00 PM,06-02-2016 12:00 PM,2,1,1,0,80
user10,0,UoN,107,0701WTK,0710ADC,2:00:00 AM,06-02-2016 2:00 PM,06-02-2016 1:00 PM,3,0,0,1,50
user11,0,UoN,107,0701PKA,0710AGH,3:00:00 AM,06-02-2016 3:00 PM,06-02-2016 2:00 PM,1,0,1,0,60
user12,0,UoN,107,0501KPU,0700KSS,4:00:00 AM,06-02-2016 4:00 PM,06-02-2016 3:00 PM,2,0,0,1,60
user13,0,UoN,107,0700KEQ,0701DNL,5:00:00 AM,06-02-2016 5:00 PM,06-02-2016 4:00 PM,3,1,1,0,70
user14,0,UoN,45,0310PGG,0311PGP,6:00:00 AM,06-02-2016 6:00 PM,06-02-2016 5:00 PM,1,0,0,0,80
user15,0,UoN,45,0210ALS,0211MAT,7:00:00 AM,06-02-2016 7:00 PM,06-02-2016 6:00 PM,2,0,1,1,90
user16,0,UoN,107,0701WTK,0710IMJ,8:00:00 AM,06-02-2016 8:00 PM,06-02-2016 7:00 PM,3,0,0,0,100
user17,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-02-2016 9:00 PM,06-02-2016 8:00 PM,1,1,1,1,30
user18,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-02-2016 10:00 PM,06-02-2016 9:00 PM,2,1,1,0,40
user19,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-02-2016 11:00 PM,06-02-2016 10:00 PM,3,0,0,1,30
user20,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-03-2016 12:00 AM,06-02-2016 11:00 PM,1,1,1,1,30
user1,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-03-2016 1:00 AM,06-03-2016 12:00 AM,2,1,1,0,40
user2,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-03-2016 2:00 AM,06-03-2016 1:00 AM,3,0,0,1,30
user3,0,UoN,45,0210DRV,0211MAT,1:00:00 AM,06-03-2016 3:00 AM,06-03-2016 2:00 AM,2,1,1,0,20
user4,0,UoN,107,0701WTK,0710ADC,2:00:00 AM,06-03-2016 4:00 AM,06-03-2016 3:00 AM,3,0,0,1,30
user5,0,UoN,107,0701PKA,0710AGH,3:00:00 AM,06-03-2016 5:00 AM,06-03-2016 4:00 AM,1,0,1,0,50
user6,0,UoN,107,0501KPU,0700KSS,4:00:00 AM,06-03-2016 6:00 AM,06-03-2016 5:00 AM,2,0,0,1,60
user7,0,UoN,107,0700KEQ,0701DNL,5:00:00 AM,06-03-2016 7:00 AM,06-03-2016 6:00 AM,3,1,1,0,10
user8,0,UoN,45,0310PGG,0311PGP,6:00:00 AM,06-03-2016 8:00 AM,06-03-2016 7:00 AM,1,0,0,0,60
user9,0,UoN,45,0210ALS,0211MAT,7:00:00 AM,06-03-2016 9:00 AM,06-03-2016 8:00 AM,2,0,1,1,60
user10,0,UoN,107,0701WTK,0710IMJ,8:00:00 AM,06-03-2016 10:00 AM,06-03-2016 9:00 AM,3,0,0,0,90
user11,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-03-2016 11:00 AM,06-03-2016 10:00 AM,1,1,1,1,110
user12,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-03-2016 12:00 PM,06-03-2016 11:00 AM,2,1,1,0,140
user13,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-03-2016 1:00 PM,06-03-2016 12:00 PM,3,0,0,1,90
user14,0,UoN,45,0210DRV,0211MAT,1:00:00 AM,06-03-2016 2:00 PM,06-03-2016 1:00 PM,2,1,1,0,80
user15,0,UoN,107,0701WTK,0710ADC,2:00:00 AM,06-03-2016 3:00 PM,06-03-2016 2:00 PM,3,0,0,1,50
user16,0,UoN,107,0701PKA,0710AGH,3:00:00 AM,06-03-2016 4:00 PM,06-03-2016 3:00 PM,1,0,1,0,60
user17,0,UoN,107,0501KPU,0700KSS,4:00:00 AM,06-03-2016 5:00 PM,06-03-2016 4:00 PM,2,0,0,1,60
user18,0,UoN,107,0700KEQ,0701DNL,5:00:00 AM,06-03-2016 6:00 PM,06-03-2016 5:00 PM,3,1,1,0,70
user19,0,UoN,45,0310PGG,0311PGP,6:00:00 AM,06-03-2016 7:00 PM,06-03-2016 6:00 PM,1,0,0,0,80
user20,0,UoN,45,0210ALS,0211MAT,7:00:00 AM,06-03-2016 8:00 PM,06-03-2016 7:00 PM,2,0,1,1,90
user7,0,UoN,107,0701WTK,0710IMJ,8:00:00 AM,06-03-2016 9:00 PM,06-03-2016 8:00 PM,3,0,0,0,100
user8,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-03-2016 10:00 PM,06-03-2016 9:00 PM,1,1,1,1,30
user9,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-03-2016 11:00 PM,06-03-2016 10:00 PM,2,1,1,0,40
user10,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-04-2016 12:00 AM,06-03-2016 11:00 PM,3,0,0,1,30
user11,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-04-2016 1:00 AM,06-04-2016 12:00 AM,1,1,1,1,30
user12,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-04-2016 2:00 AM,06-04-2016 1:00 AM,2,1,1,0,40
user13,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-04-2016 3:00 AM,06-04-2016 2:00 AM,3,0,0,1,30
user14,0,UoN,45,0210DRV,0211MAT,1:00:00 AM,06-04-2016 4:00 AM,06-04-2016 3:00 AM,2,1,1,0,20
user15,0,UoN,107,0701WTK,0710ADC,2:00:00 AM,06-04-2016 5:00 AM,06-04-2016 4:00 AM,3,0,0,1,30
user16,0,UoN,107,0701PKA,0710AGH,3:00:00 AM,06-04-2016 6:00 AM,06-04-2016 5:00 AM,1,0,1,0,50
user17,0,UoN,107,0501KPU,0700KSS,4:00:00 AM,06-04-2016 7:00 AM,06-04-2016 6:00 AM,2,0,0,1,60
user18,0,UoN,107,0700KEQ,0701DNL,5:00:00 AM,06-04-2016 8:00 AM,06-04-2016 7:00 AM,3,1,1,0,10
user19,0,UoN,45,0310PGG,0311PGP,6:00:00 AM,06-04-2016 9:00 AM,06-04-2016 8:00 AM,1,0,0,0,60
user20,0,UoN,45,0210ALS,0211MAT,7:00:00 AM,06-04-2016 10:00 AM,06-04-2016 9:00 AM,2,0,1,1,60
user1,0,UoN,107,0701WTK,0710IMJ,8:00:00 AM,06-04-2016 11:00 AM,06-04-2016 10:00 AM,3,0,0,0,90
user2,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-04-2016 12:00 PM,06-04-2016 11:00 AM,1,1,1,1,110
user3,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-04-2016 1:00 PM,06-04-2016 12:00 PM,2,1,1,0,140
user4,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-04-2016 2:00 PM,06-04-2016 1:00 PM,3,0,0,1,90
user5,0,UoN,45,0210DRV,0211MAT,1:00:00 AM,06-04-2016 3:00 PM,06-04-2016 2:00 PM,2,1,1,0,80
user6,0,UoN,107,0701WTK,0710ADC,2:00:00 AM,06-04-2016 4:00 PM,06-04-2016 3:00 PM,3,0,0,1,50
user7,0,UoN,107,0701PKA,0710AGH,3:00:00 AM,06-04-2016 5:00 PM,06-04-2016 4:00 PM,1,0,1,0,60
user8,0,UoN,107,0501KPU,0700KSS,4:00:00 AM,06-04-2016 6:00 PM,06-04-2016 5:00 PM,2,0,0,1,60
user9,0,UoN,107,0700KEQ,0701DNL,5:00:00 AM,06-04-2016 7:00 PM,06-04-2016 6:00 PM,3,1,1,0,70
user10,0,UoN,45,0310PGG,0311PGP,6:00:00 AM,06-04-2016 8:00 PM,06-04-2016 7:00 PM,1,0,0,0,80
user11,0,UoN,45,0210ALS,0211MAT,7:00:00 AM,06-04-2016 9:00 PM,06-04-2016 8:00 PM,2,0,1,1,90
user12,0,UoN,107,0701WTK,0710IMJ,8:00:00 AM,06-04-2016 10:00 PM,06-04-2016 9:00 PM,3,0,0,0,100
user13,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-04-2016 11:00 PM,06-04-2016 10:00 PM,1,1,1,1,30
user14,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-05-2016 12:00 AM,06-04-2016 11:00 PM,2,1,1,0,40
user15,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-05-2016 1:00 AM,06-05-2016 12:00 AM,3,0,0,1,30
user16,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-05-2016 2:00 AM,06-05-2016 1:00 AM,1,1,1,1,30
user17,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-05-2016 3:00 AM,06-05-2016 2:00 AM,2,1,1,0,40
user18,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-05-2016 4:00 AM,06-05-2016 3:00 AM,3,0,0,1,30
user19,0,UoN,45,0210DRV,0211MAT,1:00:00 AM,06-05-2016 5:00 AM,06-05-2016 4:00 AM,2,1,1,0,20
user20,0,UoN,107,0701WTK,0710ADC,2:00:00 AM,06-05-2016 6:00 AM,06-05-2016 5:00 AM,3,0,0,1,20
user7,0,UoN,107,0701PKA,0710AGH,3:00:00 AM,06-05-2016 7:00 AM,06-05-2016 6:00 AM,1,0,1,0,20
user8,0,UoN,107,0501KPU,0700KSS,4:00:00 AM,06-05-2016 8:00 AM,06-05-2016 7:00 AM,2,0,0,1,20
user9,0,UoN,107,0700KEQ,0701DNL,5:00:00 AM,06-05-2016 9:00 AM,06-05-2016 8:00 AM,3,1,1,0,10
user10,0,UoN,45,0310PGG,0311PGP,6:00:00 AM,06-05-2016 10:00 AM,06-05-2016 9:00 AM,1,0,0,0,60
user11,0,UoN,45,0210ALS,0211MAT,7:00:00 AM,06-05-2016 11:00 AM,06-05-2016 10:00 AM,2,0,1,1,60
user12,0,UoN,107,0701WTK,0710IMJ,8:00:00 AM,06-05-2016 12:00 PM,06-05-2016 11:00 AM,3,0,0,0,90
user13,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-05-2016 1:00 PM,06-05-2016 12:00 PM,1,1,1,1,110
user14,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-05-2016 2:00 PM,06-05-2016 1:00 PM,2,1,1,0,160
user15,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-05-2016 3:00 PM,06-05-2016 2:00 PM,3,0,0,1,90
user16,0,UoN,45,0210DRV,0211MAT,1:00:00 AM,06-05-2016 4:00 PM,06-05-2016 3:00 PM,2,1,1,0,80
user17,0,UoN,107,0701WTK,0710ADC,2:00:00 AM,06-05-2016 5:00 PM,06-05-2016 4:00 PM,3,0,0,1,50
user18,0,UoN,107,0701PKA,0710AGH,3:00:00 AM,06-05-2016 6:00 PM,06-05-2016 5:00 PM,1,0,1,0,60
user19,0,UoN,107,0501KPU,0700KSS,4:00:00 AM,06-05-2016 7:00 PM,06-05-2016 6:00 PM,2,0,0,1,60
user20,0,UoN,107,0700KEQ,0701DNL,5:00:00 AM,06-05-2016 8:00 PM,06-05-2016 7:00 PM,3,1,1,0,70
user1,0,UoN,45,0310PGG,0311PGP,6:00:00 AM,06-05-2016 9:00 PM,06-05-2016 8:00 PM,1,0,0,0,80
user2,0,UoN,45,0210ALS,0211MAT,7:00:00 AM,06-05-2016 10:00 PM,06-05-2016 9:00 PM,2,0,1,1,90
user3,0,UoN,107,0701WTK,0710IMJ,8:00:00 AM,06-05-2016 11:00 PM,06-05-2016 10:00 PM,3,0,0,0,80
user4,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-06-2016 12:00 AM,06-05-2016 11:00 PM,1,1,1,1,20
user5,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-06-2016 1:00 AM,06-06-2016 12:00 AM,2,1,1,0,20
user6,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-06-2016 2:00 AM,06-06-2016 1:00 AM,3,0,0,1,20
user7,0,UoN,107,0701UCN,0710CME,9:00:00 AM,06-06-2016 3:00 AM,06-06-2016 2:00 AM,1,1,1,1,20
user8,0,UoN,107,0501RLW,0700TLF,10:00:00 AM,06-06-2016 4:00 AM,06-06-2016 3:00 AM,2,1,1,0,40
user9,0,UoN,107,0700BPS,0710UKT,11:00:00 AM,06-06-2016 5:00 AM,06-06-2016 4:00 AM,3,0,0,1,30
